batch,N,q,positive,value
55,1000,0.965,True,1.9634916543666925
55,1000,0.97,True,1.9717813288683173
55,1000,0.975,True,1.9800710033699418
55,1000,0.98,True,1.9883606778715661
55,1000,0.985,True,1.9966503523731907
55,1000,0.99,True,2.004940026874815
55,1000,0.995,True,2.01322970137644
55,1000,0.996,True,2.0148876362767645
55,1000,0.997,True,2.0165455711770894
55,1000,0.998,True,2.0182035060774144
55,10000,0.95,False,-1.100968071824088
55,10000,0.97,False,-0.6670278728533788
55,10000,0.99,False,0.09073261526122228
55,10000,0.995,False,0.5275338128988719
55,10000,0.95,True,1.795553913943717
55,10000,0.96,True,1.866629639708483
55,10000,0.965,True,2.0105662997778797
55,10000,0.97,True,2.3950796252134845
55,10000,0.975,True,2.928810634922108
55,10000,0.98,True,3.6416028657583657
55,10000,0.985,True,3.913476566367157
55,10000,0.99,True,3.9333968211316748
55,10000,0.995,True,4.652321790304497
55,10000,0.996,True,4.827173660334984
55,10000,0.997,True,5.002025530365472
55,10000,0.998,True,5.176877400395959
55,100000,0.95,False,-1.0932108299652288
55,100000,0.97,False,-0.7210538523473028
55,100000,0.99,False,0.07410859301264403
55,100000,0.995,False,0.61133156685001
55,100000,0.95,True,3.145614946306339
55,100000,0.96,True,3.4522600142107254
55,100000,0.965,True,3.6093132076903873
55,100000,0.97,True,3.9393103628291994
55,100000,0.975,True,4.142582621524455
55,100000,0.98,True,4.78827673572934
55,100000,0.985,True,5.435952606859001
55,100000,0.99,True,6.223038977928858
55,100000,0.995,True,7.918145928787048
55,100000,0.996,True,9.328009988653296
55,100000,0.997,True,10.654749393756484
55,100000,0.998,True,11.400014026918557
55,1000000,0.95,False,-1.075496029849737
55,1000000,0.97,False,-0.6991672915646346
55,1000000,0.99,False,0.12075354620183969
55,1000000,0.995,False,0.6832085304520331
55,1000000,0.95,True,2.939467495064728
55,1000000,0.96,True,3.311386187045019
55,1000000,0.965,True,3.5138080424453717
55,1000000,0.97,True,3.7790086178164373
55,1000000,0.975,True,4.019875507154957
55,1000000,0.98,True,4.550108643711944
55,1000000,0.985,True,5.3205218452953
55,1000000,0.99,True,6.739620258111258
55,1000000,0.995,True,9.381158786070507
55,1000000,0.996,True,10.251357148423049
55,1000000,0.997,True,12.708459438719135
55,1000000,0.998,True,16.08035557040788
56,1000,0.95,False,-1.094797833195383
56,1000,0.97,False,-0.7713783395714028
56,1000,0.99,False,-0.06690018941416796
56,1000,0.995,False,0.17333259981111068
56,1000,0.95,True,0.9473354712382207
56,1000,0.96,True,0.9798216289215693
56,1000,0.965,True,0.9960647077632433
56,1000,0.97,True,1.0123077866049173
56,1000,0.975,True,1.0285508654465911
56,1000,0.98,True,1.0447939442882652
56,1000,0.985,True,1.061037023129939
56,1000,0.99,True,1.0772801019716132
56,1000,0.995,True,1.0935231808132873
56,1000,0.996,True,1.0967717965816222
56,1000,0.997,True,1.100020412349957
56,1000,0.998,True,1.1032690281182913
56,10000,0.95,False,-1.0407250636488883
56,10000,0.97,False,-0.6571455759245094
56,10000,0.99,False,0.15810233242216176
56,10000,0.995,False,0.7666948932837429
56,10000,0.95,True,2.7441333603224365
56,10000,0.96,True,3.0145679047856446
56,10000,0.965,True,3.1191370826517777
56,10000,0.97,True,3.1661696103763157
56,10000,0.975,True,3.2540411236549316
56,10000,0.98,True,3.4983480731332173
56,10000,0.985,True,4.085904972930157
56,10000,0.99,True,5.047916363983851
56,10000,0.995,True,6.235240621021607
56,10000,0.996,True,6.488609910028051
56,10000,0.997,True,6.741979199034466
56,10000,0.998,True,6.9953484880408805
56,100000,0.95,False,-1.0855132612020222
56,100000,0.97,False,-0.7152303958710621
56,100000,0.99,False,0.08490463863805248
56,100000,0.995,False,0.619960708906372
56,100000,0.95,True,3.1635580740531197
56,100000,0.96,True,3.4168481990393316
56,100000,0.965,True,3.6075492552793063
56,100000,0.97,True,3.9954664090489427
56,100000,0.975,True,4.3814346670303115
56,100000,0.98,True,4.823494916776146
56,100000,0.985,True,5.5346095104120465
56,100000,0.99,True,7.092510822190204
56,100000,0.995,True,9.271925269957112
56,100000,0.996,True,9.962605774862164
56,100000,0.997,True,11.692581104483333
56,100000,0.998,True,19.968911982259293
56,1000000,0.95,False,-1.0741303607040975
56,1000000,0.97,False,-0.6978139656772157
56,1000000,0.99,False,0.13918539007871325
56,1000000,0.995,False,0.7013819655037428
56,1000000,0.95,True,2.779576447694106
56,1000000,0.96,True,3.07350515153735
56,1000000,0.965,True,3.2382658572423506
56,1000000,0.97,True,3.4887661761989968
56,1000000,0.975,True,3.7798506246964108
56,1000000,0.98,True,4.147416402158212
56,1000000,0.985,True,4.708955182526122
56,1000000,0.99,True,5.781060120989648
56,1000000,0.995,True,8.544275977185114
56,1000000,0.996,True,9.47019971899376
56,1000000,0.997,True,10.783811687750987
56,1000000,0.998,True,14.510319185171426
57,1000,0.95,False,-1.0998007046316236
57,1000,0.97,False,-0.6051097856260199
57,1000,0.99,False,0.12915925778162243
57,1000,0.995,False,0.33941106351565115
57,1000,0.95,True,1.6132505878386139
57,1000,0.96,True,1.7491526582481007
57,1000,0.965,True,1.8171036934528442
57,1000,0.97,True,1.8850547286575876
57,1000,0.975,True,1.953005763862329
57,1000,0.98,True,2.0209567990670725
57,1000,0.985,True,2.088907834271816
57,1000,0.99,True,2.156858869476557
57,1000,0.995,True,2.2248099046813006
57,1000,0.996,True,2.2384001117222496
57,1000,0.997,True,2.251990318763199
57,1000,0.998,True,2.265580525804146
57,10000,0.95,False,-1.087637549255534
57,10000,0.97,False,-0.7096588008751905
57,10000,0.99,False,0.16725800812465044
57,10000,0.995,False,0.6170033905168496
57,10000,0.95,True,2.213536018534974
57,10000,0.96,True,2.332012876293391
57,10000,0.965,True,2.65432741023977
57,10000,0.97,True,2.785816379275608
57,10000,0.975,True,2.7961053273547525
57,10000,0.98,True,3.2316392328840227
57,10000,0.985,True,3.719982459207113
57,10000,0.99,True,4.286604143052532
57,10000,0.995,True,4.5783350334035955
57,10000,0.996,True,4.607452316975674
57,10000,0.997,True,4.636569600547748
57,10000,0.998,True,4.665686884119824
57,100000,0.95,False,-1.0768673593988336
57,100000,0.97,False,-0.702608599189955
57,100000,0.99,False,0.1491939138724902
57,100000,0.995,False,0.7114271278819669
57,100000,0.95,True,2.954780437303228
57,100000,0.96,True,3.430268305893021
57,100000,0.965,True,3.793255129000414
57,100000,0.97,True,4.032608912889746
57,100000,0.975,True,4.25983118488406
57,100000,0.98,True,4.615162034680053
57,100000,0.985,True,5.161168844836373
57,100000,0.99,True,5.735864025928037
57,100000,0.995,True,6.49732182501981
57,100000,0.996,True,6.566880614606951
57,100000,0.997,True,6.736857085984677
57,100000,0.998,True,8.363209476152353
57,1000000,0.95,False,-1.0787352376336163
57,1000000,0.97,False,-0.7008919597133917
57,1000000,0.99,False,0.12432065228054096
57,1000000,0.995,False,0.6751634035224247
57,1000000,0.95,True,2.889913180466169
57,1000000,0.96,True,3.1919055815489568
57,1000000,0.965,True,3.4337934664332788
57,1000000,0.97,True,3.6989662068484495
57,1000000,0.975,True,4.051665205293156
57,1000000,0.98,True,4.463969266535086
57,1000000,0.985,True,5.023633336547173
57,1000000,0.99,True,6.385086648568665
57,1000000,0.995,True,8.906170593533599
57,1000000,0.996,True,9.767319402927043
57,1000000,0.997,True,12.078860162180218
57,1000000,0.998,True,16.68956652966196
58,1000,0.95,False,-1.1967030885354566
58,1000,0.97,False,-0.7368455783559437
58,1000,0.99,False,0.36084376779832794
58,1000,0.995,False,0.9174633982365671
58,1000,0.95,True,3.0862792509768218
58,1000,0.96,True,3.4227135952415693
58,1000,0.965,True,3.590930767373943
58,1000,0.97,True,3.7591479395063163
58,1000,0.975,True,3.9273651116386854
58,1000,0.98,True,4.095582283771059
58,1000,0.985,True,4.263799455903433
58,1000,0.99,True,4.432016628035802
58,1000,0.995,True,4.6002338001681755
58,1000,0.996,True,4.633877234594651
58,1000,0.997,True,4.667520669021127
58,1000,0.998,True,4.7011641034475975
58,10000,0.95,False,-1.0490881633452211
58,10000,0.97,False,-0.6642954227577035
58,10000,0.99,False,0.17242258121374318
58,10000,0.995,False,0.7772678573259861
58,10000,0.95,True,2.9273716425264533
58,10000,0.96,True,3.4180253920330523
58,10000,0.965,True,3.5820639448289397
58,10000,0.97,True,3.666721566074313
58,10000,0.975,True,3.700961568632199
58,10000,0.98,True,3.763624498537776
58,10000,0.985,True,3.8990993877216096
58,10000,0.99,True,4.197095735833976
58,10000,0.995,True,4.828950687414528
58,10000,0.996,True,4.990820567213343
58,10000,0.997,True,5.15269044701214
58,10000,0.998,True,5.314560326810937
58,100000,0.95,False,-1.0676026318311207
58,100000,0.97,False,-0.6755788546248651
58,100000,0.99,False,0.1738089177584452
58,100000,0.995,False,0.7440146463871982
58,100000,0.95,True,2.794814419367969
58,100000,0.96,True,3.1616829227753396
58,100000,0.965,True,3.3884021241109994
58,100000,0.97,True,3.685818631712324
58,100000,0.975,True,3.95148963186512
58,100000,0.98,True,4.849498251809178
58,100000,0.985,True,5.31567864124821
58,100000,0.99,True,6.987067398953075
58,100000,0.995,True,12.988064676240505
58,100000,0.996,True,14.021545249303049
58,100000,0.997,True,15.051704126188248
58,100000,0.998,True,17.489120687852083
58,1000000,0.95,False,-1.0729197805424804
58,1000000,0.97,False,-0.6943323878589979
58,1000000,0.99,False,0.1297420745248476
58,1000000,0.995,False,0.6969305902731326
58,1000000,0.95,True,2.952819022243526
58,1000000,0.96,True,3.291085536275368
58,1000000,0.965,True,3.4584029819905284
58,1000000,0.97,True,3.691981243254204
58,1000000,0.975,True,4.0013089886632915
58,1000000,0.98,True,4.480340120508528
58,1000000,0.985,True,5.111486496119197
58,1000000,0.99,True,5.937611785844231
58,1000000,0.995,True,8.553010309478557
58,1000000,0.996,True,9.33464276124746
58,1000000,0.997,True,10.104035709882144
58,1000000,0.998,True,11.931167757794963
59,1000,0.95,False,-1.064861325440771
59,1000,0.97,False,-0.7095664378671346
59,1000,0.99,False,0.11549621938239675
59,1000,0.995,False,0.2670496912779236
59,1000,0.95,True,0.954857616187726
59,1000,0.96,True,1.0202553311414633
59,1000,0.965,True,1.0529541886183331
59,1000,0.97,True,1.0856530460952019
59,1000,0.975,True,1.1183519035720706
59,1000,0.98,True,1.151050761048939
59,1000,0.985,True,1.1837496185258078
59,1000,0.99,True,1.2164484760026775
59,1000,0.995,True,1.2491473334795464
59,1000,0.996,True,1.2556871049749196
59,1000,0.997,True,1.262226876470294
59,1000,0.998,True,1.2687666479656672
59,10000,0.95,False,-1.1165930922715905
59,10000,0.97,False,-0.7530187357778984
59,10000,0.99,False,-0.01042027709679285
59,10000,0.995,False,0.6506892570109231
59,10000,0.95,True,2.822633149291919
59,10000,0.96,True,3.063378687692032
59,10000,0.965,True,3.0723240654676807
59,10000,0.97,True,3.09446337102582
59,10000,0.975,True,3.174509359629334
59,10000,0.98,True,3.2624772328699607
59,10000,0.985,True,3.4065584556234656
59,10000,0.99,True,3.686473893643252
59,10000,0.995,True,6.026541596534894
59,10000,0.996,True,6.494555137113195
59,10000,0.997,True,6.962568677691564
59,10000,0.998,True,7.4305822182698655
59,100000,0.95,False,-1.0669432942319188
59,100000,0.97,False,-0.6847481959206749
59,100000,0.99,False,0.12886372970465093
59,100000,0.995,False,0.7062469475007903
59,100000,0.95,True,2.8813775676692863
59,100000,0.96,True,3.1849706607110226
59,100000,0.965,True,3.431214870018819
59,100000,0.97,True,3.6891247100469435
59,100000,0.975,True,4.007490536129342
59,100000,0.98,True,4.384438839687991
59,100000,0.985,True,4.824593529650548
59,100000,0.99,True,6.507383758063215
59,100000,0.995,True,11.206181976234197
59,100000,0.996,True,12.520287433748715
59,100000,0.997,True,13.88606792999282
59,100000,0.998,True,14.338174326543989
59,1000000,0.95,False,-1.0754965051230894
59,1000000,0.97,False,-0.7013051731514524
59,1000000,0.99,False,0.127196133960766
59,1000000,0.995,False,0.6923009792233967
59,1000000,0.95,True,2.919138331774841
59,1000000,0.96,True,3.2670086069748594
59,1000000,0.965,True,3.5096326375134774
59,1000000,0.97,True,3.7492934819133596
59,1000000,0.975,True,4.123523098499252
59,1000000,0.98,True,4.607270395767971
59,1000000,0.985,True,5.3004684212172775
59,1000000,0.99,True,6.45911879316513
59,1000000,0.995,True,8.252761738900801
59,1000000,0.996,True,8.977856522020025
59,1000000,0.997,True,10.033627455075957
59,1000000,0.998,True,12.262343405291684
60,1000,0.95,False,-1.1226728325254673
60,1000,0.97,False,-0.7216653792262683
60,1000,0.99,False,-0.013253166152815285
60,1000,0.995,False,0.8298065069621936
60,1000,0.95,True,2.524373860136013
60,1000,0.96,True,2.6628501221147065
60,1000,0.965,True,2.7320882531040525
60,1000,0.97,True,2.8013263840933984
60,1000,0.975,True,2.870564515082744
60,1000,0.98,True,2.9398026460720894
60,1000,0.985,True,3.009040777061435
60,1000,0.99,True,3.078278908050781
60,1000,0.995,True,3.1475170390401264
60,1000,0.996,True,3.1613646652379965
60,1000,0.997,True,3.175212291435866
60,1000,0.998,True,3.189059917633733
60,10000,0.95,False,-1.0576034406849983
60,10000,0.97,False,-0.7032727217423912
60,10000,0.99,False,0.21877026053644208
60,10000,0.995,False,0.6921605564258284
60,10000,0.95,True,2.648143984331938
60,10000,0.96,True,2.7669369832382706
60,10000,0.965,True,3.0820799924646938
60,10000,0.97,True,3.53963028623603
60,10000,0.975,True,3.7355141902692868
60,10000,0.98,True,3.943237798079847
60,10000,0.985,True,4.171265583626706
60,10000,0.99,True,4.733301622673196
60,10000,0.995,True,5.2715157165812645
60,10000,0.996,True,5.374674404513296
60,10000,0.997,True,5.47783309244533
60,10000,0.998,True,5.580991780377341
60,100000,0.95,False,-1.0858898553401586
60,100000,0.97,False,-0.7198629106853075
60,100000,0.99,False,0.10676331207741607
60,100000,0.995,False,0.6470163118990854
60,100000,0.95,True,2.747590828289803
60,100000,0.96,True,2.9430508320528657
60,100000,0.965,True,3.029284687364446
60,100000,0.97,True,3.4465419599727736
60,100000,0.975,True,3.5670297842524947
60,100000,0.98,True,3.790040724220946
60,100000,0.985,True,4.332060058839729
60,100000,0.99,True,4.946063756311264
60,100000,0.995,True,6.101849933324458
60,100000,0.996,True,6.82158211054179
60,100000,0.997,True,7.6676006654063
60,100000,0.998,True,8.122793731745066
60,1000000,0.95,False,-1.083796352590394
60,1000000,0.97,False,-0.7064581204477145
60,1000000,0.99,False,0.11755109100402088
60,1000000,0.995,False,0.6707670312779977
60,1000000,0.95,True,2.8944028743888666
60,1000000,0.96,True,3.2444067946185635
60,1000000,0.965,True,3.4219476642571
60,1000000,0.97,True,3.6622868412800926
60,1000000,0.975,True,4.004912672918131
60,1000000,0.98,True,4.435494987322086
60,1000000,0.985,True,5.062552259134051
60,1000000,0.99,True,6.063879253894781
60,1000000,0.995,True,8.636042580401677
60,1000000,0.996,True,9.782626890950587
60,1000000,0.997,True,10.788067081018292
60,1000000,0.998,True,13.701738592491353
61,1000,0.95,False,-1.076526286224787
61,1000,0.97,False,-0.686802005695291
61,1000,0.99,False,0.2106428264810258
61,1000,0.995,False,0.4664875483704439
61,1000,0.95,True,1.2262514372485889
61,1000,0.96,True,1.285286953828241
61,1000,0.965,True,1.3148047121180668
61,1000,0.97,True,1.3443224704078929
61,1000,0.975,True,1.373840228697718
61,1000,0.98,True,1.403357986987544
61,1000,0.985,True,1.4328757452773702
61,1000,0.99,True,1.462393503567195
61,1000,0.995,True,1.4919112618570214
61,1000,0.996,True,1.4978148135149867
61,1000,0.997,True,1.503718365172952
61,1000,0.998,True,1.5096219168309166
61,10000,0.95,False,-1.1250584005462945
61,10000,0.97,False,-0.7489103647025837
61,10000,0.99,False,0.15008581496388632
61,10000,0.995,False,0.6319986716370507
61,10000,0.95,True,2.7921128298610043
61,10000,0.96,True,3.2243411385966425
61,10000,0.965,True,3.316932716534927
61,10000,0.97,True,3.603444854277332
61,10000,0.975,True,3.9869172719218113
61,10000,0.98,True,4.460519720100391
61,10000,0.985,True,5.008099283350422
61,10000,0.99,True,5.703633076743312
61,10000,0.995,True,48.644026570088585
61,10000,0.996,True,61.45659123875166
61,10000,0.997,True,74.26915590741626
61,10000,0.998,True,87.08172057608085
61,100000,0.95,False,-1.0756795104785917
61,100000,0.97,False,-0.7018977379159096
61,100000,0.99,False,0.11397907410724183
61,100000,0.995,False,0.6882827602204633
61,100000,0.95,True,3.0421276834588387
61,100000,0.96,True,3.4919230844352276
61,100000,0.965,True,3.6462391923516355
61,100000,0.97,True,3.933567354633359
61,100000,0.975,True,4.319571483748216
61,100000,0.98,True,5.1520502135099715
61,100000,0.985,True,5.470358310314973
61,100000,0.99,True,6.680339963975738
61,100000,0.995,True,8.937493391952124
61,100000,0.996,True,11.258154070026325
61,100000,0.997,True,12.721204211590031
61,100000,0.998,True,16.045107493448683
61,1000000,0.95,False,-1.0751116703480244
61,1000000,0.97,False,-0.6992751231189844
61,1000000,0.99,False,0.12548586933188924
61,1000000,0.995,False,0.686217208718201
61,1000000,0.95,True,2.888885215315838
61,1000000,0.96,True,3.2115890340440543
61,1000000,0.965,True,3.472977677896508
61,1000000,0.97,True,3.6632962997936405
61,1000000,0.975,True,4.010081498857601
61,1000000,0.98,True,4.574385784685342
61,1000000,0.985,True,5.074298584955831
61,1000000,0.99,True,6.180384378923388
61,1000000,0.995,True,8.286150142100057
61,1000000,0.996,True,9.178486188568039
61,1000000,0.997,True,10.752577063439738
61,1000000,0.998,True,13.913418029613622
62,1000,0.95,False,-1.1843578706968116
62,1000,0.97,False,-0.8015255647755424
62,1000,0.99,False,0.2110040599800144
62,1000,0.995,False,0.8766258738077031
62,1000,0.95,True,2.1243363869291505
62,1000,0.96,True,2.305855337858583
62,1000,0.965,True,2.3966148133232994
62,1000,0.97,True,2.4873742887880157
62,1000,0.975,True,2.5781337642527298
62,1000,0.98,True,2.6688932397174456
62,1000,0.985,True,2.759652715182162
62,1000,0.99,True,2.8504121906468756
62,1000,0.995,True,2.941171666111592
62,1000,0.996,True,2.9593235612045357
62,1000,0.997,True,2.9774754562974795
62,1000,0.998,True,2.9956273513904206
62,10000,0.95,False,-1.0709276125237377
62,10000,0.97,False,-0.6686311361633097
62,10000,0.99,False,0.11495771125831232
62,10000,0.995,False,0.6020813107886142
62,10000,0.95,True,3.039706576003937
62,10000,0.96,True,3.383564934570246
62,10000,0.965,True,4.167728624619743
62,10000,0.97,True,4.753577169794033
62,10000,0.975,True,5.240268142530738
62,10000,0.98,True,7.658618194432336
62,10000,0.985,True,12.361079153324095
62,10000,0.99,True,21.631761926195843
62,10000,0.995,True,27.82887830273019
62,10000,0.996,True,28.760944938403213
62,10000,0.997,True,29.693011574076344
62,10000,0.998,True,30.62507820974947
62,100000,0.95,False,-1.0853139412935149
62,100000,0.97,False,-0.7127173279632346
62,100000,0.99,False,0.1411690595458926
62,100000,0.995,False,0.6783594928520331
62,100000,0.95,True,2.9762070542060997
62,100000,0.96,True,3.224751103218452
62,100000,0.965,True,3.497309891256407
62,100000,0.97,True,3.7194596614425777
62,100000,0.975,True,4.052739345455869
62,100000,0.98,True,4.206610269549749
62,100000,0.985,True,4.431534077324123
62,100000,0.99,True,5.830231483868346
62,100000,0.995,True,8.192813945126368
62,100000,0.996,True,11.133553089123028
62,100000,0.997,True,13.103377558738472
62,100000,0.998,True,21.18645934940142
62,1000000,0.95,False,-1.078594955896968
62,1000000,0.97,False,-0.7005246601117554
62,1000000,0.99,False,0.11640733491053613
62,1000000,0.995,False,0.6725244357789887
62,1000000,0.95,True,2.8961077485608087
62,1000000,0.96,True,3.2191843218623717
62,1000000,0.965,True,3.39521758860944
62,1000000,0.97,True,3.6353350780854647
62,1000000,0.975,True,3.9521878956171372
62,1000000,0.98,True,4.480494531040037
62,1000000,0.985,True,5.0248470611434275
62,1000000,0.99,True,6.207289737305
62,1000000,0.995,True,8.196165524924867
62,1000000,0.996,True,8.911192761892563
62,1000000,0.997,True,11.068969511794496
62,1000000,0.998,True,12.221941194715267
63,1000,0.95,False,-1.2617910931416458
63,1000,0.97,False,-0.865967016621119
63,1000,0.99,False,-0.03818037326499749
63,1000,0.995,False,0.6927507789389152
63,1000,0.95,True,3.3247478717495262
63,1000,0.96,True,3.514594244869856
63,1000,0.965,True,3.609517431430021
63,1000,0.97,True,3.704440617990186
63,1000,0.975,True,3.799363804550351
63,1000,0.98,True,3.8942869911105165
63,1000,0.985,True,3.989210177670681
63,1000,0.99,True,4.084133364230846
63,1000,0.995,True,4.179056550791011
63,1000,0.996,True,4.198041188103044
63,1000,0.997,True,4.217025825415077
63,1000,0.998,True,4.23601046272711
63,10000,0.95,False,-1.0425961986994212
63,10000,0.97,False,-0.689702640979035
63,10000,0.99,False,0.10145276961160625
63,10000,0.995,False,0.6939299192898829
63,10000,0.95,True,2.568235932972276
63,10000,0.96,True,2.864649736255716
63,10000,0.965,True,2.9862681931817954
63,10000,0.97,True,3.1483401343654283
63,10000,0.975,True,3.2741423576058044
63,10000,0.98,True,3.3346590885483187
63,10000,0.985,True,3.7252355131124038
63,10000,0.99,True,4.363356707892681
63,10000,0.995,True,5.347434580150374
63,10000,0.996,True,5.563120518827942
63,10000,0.997,True,5.778806457505539
63,10000,0.998,True,5.994492396183108
63,100000,0.95,False,-1.0693057567867
63,100000,0.97,False,-0.6845849027854527
63,100000,0.99,False,0.1412916818363548
63,100000,0.995,False,0.7054922252607384
63,100000,0.95,True,3.0046406810595876
63,100000,0.96,True,3.4028522367624636
63,100000,0.965,True,3.558571151072913
63,100000,0.97,True,3.805780439399497
63,100000,0.975,True,4.080559999143235
63,100000,0.98,True,4.589835313731765
63,100000,0.985,True,4.851679247734396
63,100000,0.99,True,5.746304878873442
63,100000,0.995,True,6.978270305228041
63,100000,0.996,True,7.4341801433253565
63,100000,0.997,True,9.00809355887573
63,100000,0.998,True,12.556127633507357
63,1000000,0.95,False,-1.0780857310473306
63,1000000,0.97,False,-0.70608049279331
63,1000000,0.99,False,0.12099467820950538
63,1000000,0.995,False,0.6838493841727629
63,1000000,0.95,True,2.924047914850968
63,1000000,0.96,True,3.1913339452700686
63,1000000,0.965,True,3.421693157106812
63,1000000,0.97,True,3.733111954678404
63,1000000,0.975,True,4.0561075727656775
63,1000000,0.98,True,4.583306658671306
63,1000000,0.985,True,5.129971229213781
63,1000000,0.99,True,6.493911100194042
63,1000000,0.995,True,8.68009510340286
63,1000000,0.996,True,9.709351451724817
63,1000000,0.997,True,11.071965611996863
63,1000000,0.998,True,14.479748760946666
64,1000,0.95,False,-1.135019366707933
64,1000,0.97,False,-0.7689256091513136
64,1000,0.99,False,0.05919975988945728
64,1000,0.995,False,0.5246835674778496
64,1000,0.95,True,1.7296377429526366
64,1000,0.96,True,1.8217728450082629
64,1000,0.965,True,1.8678403960360768
64,1000,0.97,True,1.9139079470638891
64,1000,0.975,True,1.959975498091703
64,1000,0.98,True,2.006043049119517
64,1000,0.985,True,2.0521106001473295
64,1000,0.99,True,2.098178151175143
64,1000,0.995,True,2.1442457022029555
64,1000,0.996,True,2.1534592124085195
64,1000,0.997,True,2.162672722614082
64,1000,0.998,True,2.1718862328196447
64,10000,0.95,False,-1.0444835447220027
64,10000,0.97,False,-0.6825763300039176
64,10000,0.99,False,0.186727404982503
64,10000,0.995,False,0.6413114315628511
64,10000,0.95,True,2.8687155979461485
64,10000,0.96,True,2.9666725523608783
64,10000,0.965,True,3.013026887551921
64,10000,0.97,True,3.2137768940376192
64,10000,0.975,True,3.602007358523964
64,10000,0.98,True,4.39640707785057
64,10000,0.985,True,5.134138635647997
64,10000,0.99,True,5.4097754496265065
64,10000,0.995,True,6.964122550916661
64,10000,0.996,True,7.436513270624626
64,10000,0.997,True,7.908903990332538
64,10000,0.998,True,8.38129471004045
64,100000,0.95,False,-1.0563546905349417
64,100000,0.97,False,-0.6801567773258017
64,100000,0.99,False,0.15616348536237795
64,100000,0.995,False,0.7165550739368067
64,100000,0.95,True,2.7111660345587616
64,100000,0.96,True,2.9751239365007827
64,100000,0.965,True,3.114615751492511
64,100000,0.97,True,3.5988498249958965
64,100000,0.975,True,3.863651653573248
64,100000,0.98,True,4.065253571304006
64,100000,0.985,True,5.013451283309333
64,100000,0.99,True,5.642744378716868
64,100000,0.995,True,7.307218951566973
64,100000,0.996,True,7.690706447415087
64,100000,0.997,True,11.272790358413639
64,100000,0.998,True,15.089218866205682
64,1000000,0.95,False,-1.0776365385465105
64,1000000,0.97,False,-0.7020008591818471
64,1000000,0.99,False,0.13339382357177165
64,1000000,0.995,False,0.6812241291667882
64,1000000,0.95,True,2.8663103982195874
64,1000000,0.96,True,3.217411699744063
64,1000000,0.965,True,3.4388889318849687
64,1000000,0.97,True,3.694264353870714
64,1000000,0.975,True,3.9541225281883587
64,1000000,0.98,True,4.3460522631926155
64,1000000,0.985,True,5.039548631166465
64,1000000,0.99,True,6.0323895151017295
64,1000000,0.995,True,8.308790765471452
64,1000000,0.996,True,9.23859579666087
64,1000000,0.997,True,10.646259704106237
64,1000000,0.998,True,13.02753002150423
65,1000,0.95,False,-1.1590359464020166
65,1000,0.97,False,-0.849164346834526
65,1000,0.99,False,-0.19493862659729305
65,1000,0.995,False,0.06692740743737462
65,1000,0.95,True,2.564772005587738
65,1000,0.96,True,2.6327177088261946
65,1000,0.965,True,2.6666905604454234
65,1000,0.97,True,2.7006634120646513
65,1000,0.975,True,2.73463626368388
65,1000,0.98,True,2.768609115303109
65,1000,0.985,True,2.802581966922337
65,1000,0.99,True,2.8365548185415657
65,1000,0.995,True,2.8705276701607936
65,1000,0.996,True,2.8773222404846406
65,1000,0.997,True,2.884116810808486
65,1000,0.998,True,2.8909113811323315
65,10000,0.95,False,-1.0370455047700333
65,10000,0.97,False,-0.6754041180103717
65,10000,0.99,False,0.20083469355812278
65,10000,0.995,False,0.8405867941375249
65,10000,0.95,True,3.1777495116990755
65,10000,0.96,True,3.3842450576398564
65,10000,0.965,True,3.405250402971413
65,10000,0.97,True,3.459574083189264
65,10000,0.975,True,3.625246349898604
65,10000,0.98,True,4.297349159502024
65,10000,0.985,True,5.170317905560522
65,10000,0.99,True,6.089909358986206
65,10000,0.995,True,10.446125874505437
65,10000,0.996,True,11.825801378576676
65,10000,0.997,True,13.205476882647758
65,10000,0.998,True,14.585152386718843
65,100000,0.95,False,-1.075927549331238
65,100000,0.97,False,-0.693874178566924
65,100000,0.99,False,0.11622298168199927
65,100000,0.995,False,0.703123911982643
65,100000,0.95,True,2.8058386068919074
65,100000,0.96,True,3.137081083276162
65,100000,0.965,True,3.401482879504017
65,100000,0.97,True,3.784185037888829
65,100000,0.975,True,4.2014222136692245
65,100000,0.98,True,4.698163979989579
65,100000,0.985,True,5.709835184911165
65,100000,0.99,True,7.106954370037291
65,100000,0.995,True,11.842609430005204
65,100000,0.996,True,12.802823648956142
65,100000,0.997,True,14.008437294852293
65,100000,0.998,True,15.661394961449396
65,1000000,0.95,False,-1.0819386748816768
65,1000000,0.97,False,-0.7067519966222872
65,1000000,0.99,False,0.11877490676845204
65,1000000,0.995,False,0.677956859176093
65,1000000,0.95,True,2.9099316341811345
65,1000000,0.96,True,3.2439128945651214
65,1000000,0.965,True,3.441630233244198
65,1000000,0.97,True,3.6411732788383584
65,1000000,0.975,True,4.037403153548899
65,1000000,0.98,True,4.524015217709374
65,1000000,0.985,True,5.054077283758539
65,1000000,0.99,True,5.84151097840018
65,1000000,0.995,True,7.441504371947434
65,1000000,0.996,True,8.013449390122416
65,1000000,0.997,True,9.996415122830665
65,1000000,0.998,True,13.385810809791277
66,1000,0.95,False,-1.1852613902641937
66,1000,0.97,False,-0.8063071854364146
66,1000,0.99,False,-0.17159317466709909
66,1000,0.995,False,0.12397203738709224
66,1000,0.95,True,1.7513496514462745
66,1000,0.96,True,1.8088980456763017
